season,team,matches,wins,points,nrr,position,nrr_rank,longest_winning_streak,longest_winless_streak,unique_match_winners,unique_match_winners_rank,is_top_4,is_top_2,is_champion
2017,Sunrisers Hyderabad,11,6,13,0.659,4,3,2,2,5,3,1,0,0
2017,Sunrisers Hyderabad,12,6,13,0.541,4,3,2,2,5,4,1,0,0
2017,Sunrisers Hyderabad,13,7,15,0.565,4,3,2,2,6,2,1,0,0
2017,Sunrisers Hyderabad,14,8,17,0.599,3,3,2,2,7,2,1,0,0
2018,Chennai Super Kings,1,1,2,0.271,4,4,1,0,1,1,1,1,1
2018,Chennai Super Kings,2,2,4,0.254,2,2,2,0,2,1,1,1,1
2018,Chennai Super Kings,3,2,4,0.103,3,3,2,1,2,2,1,1,1
2018,Chennai Super Kings,4,3,6,0.878,1,1,2,1,3,1,1,1,1
2018,Chennai Super Kings,5,4,8,0.742,1,2,2,1,4,1,1,1,1
2018,Chennai Super Kings,6,5,10,0.662,1,1,3,1,5,1,1,1,1
2018,Chennai Super Kings,7,5,10,0.538,1,1,3,1,5,1,1,1,1
2018,Chennai Super Kings,8,6,12,0.553,1,1,3,1,5,1,1,1,1
2018,Chennai Super Kings,9,6,12,0.354,2,2,3,1,5,1,1,1,1
2018,Chennai Super Kings,10,7,14,0.421,2,2,3,1,6,1,1,1,1
2018,Chennai Super Kings,11,7,14,0.37,2,3,3,1,6,1,1,1,1
2018,Chennai Super Kings,12,8,16,0.383,2,3,3,1,6,1,1,1,1
2018,Chennai Super Kings,13,8,16,0.22,2,4,3,1,6,1,1,1,1
2018,Chennai Super Kings,14,9,18,0.253,2,3,3,1,7,1,1,1,1
2018,Delhi Capitals,1,0,0,-0.567,6,6,0,1,0,5,0,0,0
2018,Delhi Capitals,2,0,0,-0.851,8,7,0,2,0,7,0,0,0
2018,Delhi Capitals,3,1,2,-0.461,7,8,1,2,1,4,0,0,0
2018,Delhi Capitals,4,1,2,-1.399,8,8,1,2,1,5,0,0,0
2018,Delhi Capitals,5,1,2,-1.324,8,8,1,2,1,6,0,0,0
2018,Delhi Capitals,6,1,2,-1.097,8,8,1,3,1,7,0,0,0
2018,Delhi Capitals,7,2,4,-0.482,8,7,1,3,2,4,0,0,0
2018,Delhi Capitals,8,2,4,-0.509,8,7,1,3,2,6,0,0,0
2018,Delhi Capitals,9,3,6,-0.45,7,7,1,3,3,4,0,0,0
2018,Delhi Capitals,10,3,6,-0.411,8,7,1,3,3,4,0,0,0
2018,Delhi Capitals,11,3,6,-0.447,8,7,1,3,3,5,0,0,0
2018,Delhi Capitals,12,3,6,-0.478,8,7,1,3,3,5,0,0,0
2018,Delhi Capitals,13,4,8,-0.288,8,6,1,3,4,3,0,0,0
2018,Delhi Capitals,14,5,10,-0.222,8,6,2,3,5,2,0,0,0
2018,Kolkata Knight Riders,1,1,2,0.598,2,2,1,0,1,1,1,0,0
2018,Kolkata Knight Riders,2,1,2,0.195,3,3,1,1,1,3,1,0,0
2018,Kolkata Knight Riders,3,1,2,-0.051,5,4,1,2,1,4,1,0,0
2018,Kolkata Knight Riders,4,2,4,0.863,4,2,1,2,2,3,1,0,0
2018,Kolkata Knight Riders,5,3,6,0.825,3,1,2,2,2,3,1,0,0
2018,Kolkata Knight Riders,6,3,6,0.572,4,2,2,2,2,4,1,0,0
2018,Kolkata Knight Riders,7,3,6,0.062,4,4,2,2,2,4,1,0,0
2018,Kolkata Knight Riders,8,4,8,0.11,4,4,2,2,3,3,1,0,0
2018,Kolkata Knight Riders,9,5,10,0.24,4,3,2,2,3,4,1,0,0
2018,Kolkata Knight Riders,10,5,10,0.145,4,3,2,2,3,4,1,0,0
2018,Kolkata Knight Riders,11,5,10,-0.359,5,6,2,2,3,5,1,0,0
2018,Kolkata Knight Riders,12,6,12,-0.189,3,5,2,2,3,5,1,0,0
2018,Kolkata Knight Riders,13,7,14,-0.091,3,5,2,2,4,3,1,0,0
2018,Kolkata Knight Riders,14,8,16,-0.07,3,5,3,2,4,4,1,0,0
2018,Mumbai Indians,1,0,0,-0.271,5,5,0,1,0,5,0,0,0
2018,Mumbai Indians,2,0,0,-0.233,7,6,0,2,0,7,0,0,0
2018,Mumbai Indians,3,0,0,-0.174,8,5,0,3,0,8,0,0,0
2018,Mumbai Indians,4,1,2,0.445,6,3,1,3,1,5,0,0,0
2018,Mumbai Indians,5,1,2,0.317,7,4,1,3,1,6,0,0,0
2018,Mumbai Indians,6,1,2,0.008,7,5,1,3,1,7,0,0,0
2018,Mumbai Indians,7,2,4,0.033,6,5,1,3,1,8,0,0,0
2018,Mumbai Indians,8,2,4,-0.059,7,5,1,3,1,8,0,0,0
2018,Mumbai Indians,9,3,6,0.005,5,5,1,3,2,7,0,0,0
2018,Mumbai Indians,10,4,8,0.07,5,5,2,3,3,4,0,0,0
2018,Mumbai Indians,11,5,10,0.529,4,1,3,3,4,2,0,0,0
2018,Mumbai Indians,12,5,10,0.405,6,1,3,3,4,2,0,0,0
2018,Mumbai Indians,13,6,12,0.384,4,1,3,3,5,2,0,0,0
2018,Mumbai Indians,14,6,12,0.317,5,1,3,3,5,2,0,0,0
2018,Punjab Kings,1,1,2,0.567,3,3,1,0,1,1,0,0,0
2018,Punjab Kings,2,1,2,0.064,4,4,1,1,1,3,0,0,0
2018,Punjab Kings,3,2,4,0.116,2,2,1,1,2,2,0,0,0
2018,Punjab Kings,4,3,6,0.277,3,5,2,1,2,3,0,0,0
2018,Punjab Kings,5,4,8,0.446,2,3,3,1,2,3,0,0,0
2018,Punjab Kings,6,5,10,0.394,2,4,4,1,3,2,0,0,0
2018,Punjab Kings,7,5,10,0.228,3,3,4,1,3,2,0,0,0
2018,Punjab Kings,8,5,10,0.13,3,3,4,2,3,3,0,0,0
2018,Punjab Kings,9,6,12,0.198,3,4,4,2,4,2,0,0,0
2018,Punjab Kings,10,6,12,0.097,3,4,4,2,4,2,0,0,0
2018,Punjab Kings,11,6,12,-0.056,3,4,4,2,4,2,0,0,0
2018,Punjab Kings,12,6,12,-0.518,5,8,4,3,4,2,0,0,0
2018,Punjab Kings,13,6,12,-0.49,7,8,4,4,4,3,0,0,0
2018,Punjab Kings,14,6,12,-0.502,7,8,4,5,4,4,0,0,0
2018,Rajasthan Royals,1,0,0,-1.771,8,8,0,1,0,5,1,0,0
2018,Rajasthan Royals,2,1,2,-1.065,6,8,1,1,1,3,1,0,0
2018,Rajasthan Royals,3,2,4,-0.247,4,6,2,1,1,4,1,0,0
2018,Rajasthan Royals,4,2,4,-0.366,5,6,2,1,1,5,1,0,0
2018,Rajasthan Royals,5,2,4,-1.043,6,7,2,2,1,6,1,0,0
2018,Rajasthan Royals,6,3,6,-0.801,5,7,2,2,2,4,1,0,0
2018,Rajasthan Royals,7,3,6,-0.751,5,8,2,2,2,4,1,0,0
2018,Rajasthan Royals,8,3,6,-0.726,6,8,2,2,2,6,1,0,0
2018,Rajasthan Royals,9,3,6,-0.726,8,8,2,3,2,7,1,0,0
2018,Rajasthan Royals,10,4,8,-0.552,6,8,2,3,3,4,1,0,0
2018,Rajasthan Royals,11,5,10,-0.484,6,8,2,3,3,5,1,0,0
2018,Rajasthan Royals,12,6,12,-0.347,4,6,3,3,3,5,1,0,0
2018,Rajasthan Royals,13,6,12,-0.403,6,7,3,3,3,7,1,0,0
2018,Rajasthan Royals,14,7,14,-0.25,4,7,3,3,4,4,1,0,0
2018,Royal Challengers Bangalore,1,0,0,-0.598,7,7,0,1,0,5,0,0,0
2018,Royal Challengers Bangalore,2,1,2,-0.068,5,5,1,1,1,3,0,0,0
2018,Royal Challengers Bangalore,3,1,2,-0.373,6,7,1,1,1,4,0,0,0
2018,Royal Challengers Bangalore,4,1,2,-0.861,7,7,1,2,1,5,0,0,0
2018,Royal Challengers Bangalore,5,2,4,-0.486,5,6,1,2,2,3,0,0,0
2018,Royal Challengers Bangalore,6,2,4,-0.446,6,6,1,2,2,4,0,0,0
2018,Royal Challengers Bangalore,7,2,4,-0.447,7,6,1,2,2,4,0,0,0
2018,Royal Challengers Bangalore,8,3,6,-0.301,5,6,1,2,3,3,0,0,0
2018,Royal Challengers Bangalore,9,3,6,-0.376,6,6,1,2,3,4,0,0,0
2018,Royal Challengers Bangalore,10,3,6,-0.361,7,6,1,2,3,4,0,0,0
2018,Royal Challengers Bangalore,11,4,8,-0.261,7,5,1,2,3,5,0,0,0
2018,Royal Challengers Bangalore,12,5,10,0.218,7,4,2,2,3,5,0,0,0
2018,Royal Challengers Bangalore,13,6,12,0.264,5,3,3,2,3,7,0,0,0
2018,Royal Challengers Bangalore,14,6,12,0.129,6,4,3,2,3,8,0,0,0
2018,Sunrisers Hyderabad,1,1,2,1.771,1,1,1,0,1,1,1,1,0
2018,Sunrisers Hyderabad,2,2,4,0.958,1,1,2,0,2,1,1,1,0
2018,Sunrisers Hyderabad,3,3,6,0.772,1,1,3,0,3,1,1,1,0
2018,Sunrisers Hyderabad,4,3,6,0.414,2,4,3,1,3,1,1,1,0
2018,Sunrisers Hyderabad,5,3,6,0.301,4,5,3,2,3,2,1,1,0
2018,Sunrisers Hyderabad,6,4,8,0.492,3,3,3,2,3,2,1,1,0
2018,Sunrisers Hyderabad,7,5,10,0.509,2,2,3,2,3,2,1,1,0
2018,Sunrisers Hyderabad,8,6,12,0.514,2,2,3,2,4,2,1,1,0
2018,Sunrisers Hyderabad,9,7,14,0.471,1,1,4,2,4,2,1,1,0
2018,Sunrisers Hyderabad,10,8,16,0.448,1,1,5,2,4,2,1,1,0
2018,Sunrisers Hyderabad,11,9,18,0.473,1,2,6,2,4,2,1,1,0
2018,Sunrisers Hyderabad,12,9,18,0.4,1,2,6,2,4,2,1,1,0
2018,Sunrisers Hyderabad,13,9,18,0.319,1,2,6,2,4,3,1,1,0
2018,Sunrisers Hyderabad,14,9,18,0.284,1,2,6,3,4,4,1,1,0
2019,Chennai Super Kings,1,1,2,0.519,3,3,1,0,1,1,1,1,0
2019,Chennai Super Kings,2,2,4,0.495,2,3,2,0,2,1,1,1,0
2019,Chennai Super Kings,3,3,6,0.507,1,4,3,0,3,1,1,1,0
2019,Chennai Super Kings,4,3,6,-0.084,4,5,3,1,3,1,1,1,0
2019,Chennai Super Kings,5,4,8,0.159,2,4,3,1,3,1,1,1,0
2019,Chennai Super Kings,6,5,10,0.31,1,3,3,1,4,1,1,1,0
2019,Chennai Super Kings,7,6,12,0.299,1,3,3,1,4,1,1,1,0
2019,Chennai Super Kings,8,7,14,0.288,1,4,4,1,5,1,1,1,0
2019,Chennai Super Kings,9,7,14,0.101,1,5,4,1,5,1,1,1,0
2019,Chennai Super Kings,10,7,14,0.087,1,4,4,2,5,2,1,1,0
2019,Chennai Super Kings,11,8,16,0.091,1,4,4,2,5,3,1,1,0
2019,Chennai Super Kings,12,8,16,-0.113,2,5,4,2,5,3,1,1,0
2019,Chennai Super Kings,13,9,18,0.209,1,3,4,2,5,3,1,1,0
2019,Chennai Super Kings,14,9,18,0.131,2,3,4,2,5,3,1,1,0
2019,Delhi Capitals,1,1,2,1.85,1,1,1,0,1,1,1,0,0
2019,Delhi Capitals,2,1,2,0.782,3,2,1,1,1,2,1,0,0
2019,Delhi Capitals,3,2,4,0.519,4,3,1,1,2,2,1,0,0
2019,Delhi Capitals,4,2,4,0.215,5,3,1,1,2,3,1,0,0
2019,Delhi Capitals,5,2,4,0.029,6,5,1,2,2,4,1,0,0
2019,Delhi Capitals,6,3,6,0.131,6,5,1,2,3,4,1,0,0
2019,Delhi Capitals,7,4,8,0.197,4,5,2,2,4,1,1,0,0
2019,Delhi Capitals,8,5,10,0.418,2,2,3,2,5,1,1,0,0
2019,Delhi Capitals,9,5,10,0.146,4,4,3,2,5,1,1,0,0
2019,Delhi Capitals,10,6,12,0.16,3,3,3,2,6,1,1,0,0
2019,Delhi Capitals,11,7,14,0.181,3,3,3,2,6,1,1,0,0
2019,Delhi Capitals,12,8,16,0.233,1,3,3,2,6,1,1,0,0
2019,Delhi Capitals,13,8,16,-0.096,3,5,3,2,6,1,1,0,0
2019,Delhi Capitals,14,9,18,0.044,3,4,3,2,7,1,1,0,0
2019,Kolkata Knight Riders,1,1,2,0.255,4,4,1,0,1,1,0,0,0
2019,Kolkata Knight Riders,2,2,4,0.834,1,1,2,0,1,2,0,0,0
2019,Kolkata Knight Riders,3,2,4,0.555,3,2,2,1,1,5,0,0,0
2019,Kolkata Knight Riders,4,3,6,0.534,2,2,2,1,1,6,0,0,0
2019,Kolkata Knight Riders,5,4,8,1.058,1,1,2,1,2,4,0,0,0
2019,Kolkata Knight Riders,6,4,8,0.614,2,2,2,1,2,5,0,0,0
2019,Kolkata Knight Riders,7,4,8,0.434,2,1,2,2,2,5,0,0,0
2019,Kolkata Knight Riders,8,4,8,0.35,5,3,2,3,2,6,0,0,0
2019,Kolkata Knight Riders,9,4,8,0.256,6,3,2,4,2,7,0,0,0
2019,Kolkata Knight Riders,10,4,8,-0.013,6,5,2,5,2,8,0,0,0
2019,Kolkata Knight Riders,11,4,8,-0.05,6,5,2,6,2,8,0,0,0
2019,Kolkata Knight Riders,12,5,10,0.1,5,4,2,6,2,8,0,0,0
2019,Kolkata Knight Riders,13,6,12,0.173,5,4,2,6,3,7,0,0,0
2019,Kolkata Knight Riders,14,6,12,0.028,5,5,2,6,3,8,0,0,0
2019,Mumbai Indians,1,0,0,-1.85,8,8,0,1,0,5,1,1,1
2019,Mumbai Indians,2,1,2,-0.775,6,8,1,1,1,2,1,1,1
2019,Mumbai Indians,3,1,2,-0.75,6,7,1,1,1,5,1,1,1
2019,Mumbai Indians,4,2,4,-0.087,6,6,1,1,2,3,1,1,1
2019,Mumbai Indians,5,3,6,0.342,4,3,2,1,3,1,1,1,1
2019,Mumbai Indians,6,4,8,0.29,3,4,3,1,4,1,1,1,1
2019,Mumbai Indians,7,4,8,0.209,3,4,3,1,4,1,1,1,1
2019,Mumbai Indians,8,5,10,0.244,3,5,3,1,5,1,1,1,1
2019,Mumbai Indians,9,6,12,0.442,2,2,3,1,5,1,1,1,1
2019,Mumbai Indians,10,6,12,0.357,2,2,3,1,5,2,1,1,1
2019,Mumbai Indians,11,7,14,0.537,2,2,3,1,6,1,1,1,1
2019,Mumbai Indians,12,7,14,0.347,3,2,3,1,6,1,1,1,1
2019,Mumbai Indians,13,8,16,0.321,2,2,3,1,6,1,1,1,1
2019,Mumbai Indians,14,9,18,0.421,1,2,3,1,6,2,1,1,1
2019,Punjab Kings,1,1,2,0.7,2,2,1,0,1,1,0,0,0
2019,Punjab Kings,2,1,2,-0.35,5,5,1,1,1,2,0,0,0
2019,Punjab Kings,3,2,4,-0.008,5,5,1,1,2,2,0,0,0
2019,Punjab Kings,4,3,6,0.164,3,4,2,1,3,1,0,0,0
2019,Punjab Kings,5,3,6,-0.094,5,6,2,1,3,1,0,0,0
2019,Punjab Kings,6,4,8,-0.061,4,6,2,1,4,1,0,0,0
2019,Punjab Kings,7,4,8,-0.057,5,6,2,1,4,1,0,0,0
2019,Punjab Kings,8,4,8,-0.093,6,6,2,2,4,4,0,0,0
2019,Punjab Kings,9,5,10,-0.015,5,6,2,2,5,1,0,0,0
2019,Punjab Kings,10,5,10,-0.044,5,6,2,2,5,2,0,0,0
2019,Punjab Kings,11,5,10,-0.117,5,6,2,2,5,3,0,0,0
2019,Punjab Kings,12,5,10,-0.296,6,6,2,3,5,3,0,0,0
2019,Punjab Kings,13,5,10,-0.351,7,7,2,4,5,3,0,0,0
2019,Punjab Kings,14,6,12,-0.251,6,6,2,4,5,3,0,0,0
2019,Rajasthan Royals,1,0,0,-0.7,7,7,0,1,0,5,0,0,0
2019,Rajasthan Royals,2,0,0,-0.672,8,7,0,2,0,7,0,0,0
2019,Rajasthan Royals,3,0,0,-0.575,7,6,0,3,0,7,0,0,0
2019,Rajasthan Royals,4,1,2,-0.333,7,7,1,3,1,6,0,0,0
2019,Rajasthan Royals,5,1,2,-0.848,7,7,1,3,1,7,0,0,0
2019,Rajasthan Royals,6,1,2,-0.725,7,7,1,3,1,7,0,0,0
2019,Rajasthan Royals,7,2,4,-0.587,7,7,1,3,2,5,0,0,0
2019,Rajasthan Royals,8,2,4,-0.589,7,7,1,3,2,6,0,0,0
2019,Rajasthan Royals,9,3,6,-0.474,7,7,1,3,3,6,0,0,0
2019,Rajasthan Royals,10,3,6,-0.47,7,7,1,3,3,6,0,0,0
2019,Rajasthan Royals,11,4,8,-0.39,7,7,1,3,4,5,0,0,0
2019,Rajasthan Royals,12,5,10,-0.321,7,7,2,3,5,3,0,0,0
2019,Rajasthan Royals,13,5,11,-0.321,6,6,2,3,5,3,0,0,0
2019,Rajasthan Royals,14,5,11,-0.449,7,7,2,3,5,3,0,0,0
2019,Royal Challengers Bangalore,1,0,0,-0.519,6,6,0,1,0,5,0,0,0
2019,Royal Challengers Bangalore,2,0,0,-0.575,7,6,0,2,0,7,0,0,0
2019,Royal Challengers Bangalore,3,0,0,-2.413,8,8,0,3,0,7,0,0,0
2019,Royal Challengers Bangalore,4,0,0,-1.901,8,8,0,4,0,8,0,0,0
2019,Royal Challengers Bangalore,5,0,0,-1.616,8,8,0,5,0,8,0,0,0
2019,Royal Challengers Bangalore,6,0,0,-1.453,8,8,0,6,0,8,0,0,0
2019,Royal Challengers Bangalore,7,1,2,-1.202,8,8,1,6,1,8,0,0,0
2019,Royal Challengers Bangalore,8,1,2,-1.114,8,8,1,6,1,8,0,0,0
2019,Royal Challengers Bangalore,9,2,4,-0.938,8,8,1,6,2,7,0,0,0
2019,Royal Challengers Bangalore,10,3,6,-0.836,8,8,2,6,3,6,0,0,0
2019,Royal Challengers Bangalore,11,4,8,-0.683,8,8,3,6,3,7,0,0,0
2019,Royal Challengers Bangalore,12,4,8,-0.694,8,8,3,6,3,7,0,0,0
2019,Royal Challengers Bangalore,13,4,9,-0.694,8,8,3,6,3,7,0,0,0
2019,Royal Challengers Bangalore,14,5,11,-0.607,8,8,3,6,4,6,0,0,0
2019,Sunrisers Hyderabad,1,0,0,-0.255,5,5,0,1,0,5,1,0,0
2019,Sunrisers Hyderabad,2,1,2,0.19,4,4,1,1,1,2,1,0,0
2019,Sunrisers Hyderabad,3,2,4,2.111,2,1,2,1,2,2,1,0,0
2019,Sunrisers Hyderabad,4,3,6,1.78,1,1,3,1,2,3,1,0,0
2019,Sunrisers Hyderabad,5,3,6,1,3,2,3,1,2,4,1,0,0
2019,Sunrisers Hyderabad,6,3,6,0.81,5,1,3,2,2,5,1,0,0
2019,Sunrisers Hyderabad,7,3,6,0.409,6,2,3,3,2,5,1,0,0
2019,Sunrisers Hyderabad,8,4,8,0.549,4,1,3,3,3,5,1,0,0
2019,Sunrisers Hyderabad,9,5,10,0.737,3,1,3,3,4,5,1,0,0
2019,Sunrisers Hyderabad,10,5,10,0.654,4,1,3,3,4,5,1,0,0
2019,Sunrisers Hyderabad,11,5,10,0.559,4,1,3,3,4,5,1,0,0
2019,Sunrisers Hyderabad,12,6,12,0.709,4,1,3,3,4,6,1,0,0
2019,Sunrisers Hyderabad,13,6,12,0.653,4,1,3,3,4,6,1,0,0
2019,Sunrisers Hyderabad,14,6,12,0.577,4,1,3,3,4,6,1,0,0
2020,Chennai Super Kings,1,1,2,0.486,3,3,1,0,1,1,0,0,0
2020,Chennai Super Kings,2,1,2,-0.145,5,5,1,1,1,2,0,0,0
2020,Chennai Super Kings,3,1,2,-0.84,8,7,1,2,1,4,0,0,0
2020,Chennai Super Kings,4,1,2,-0.719,8,7,1,3,1,6,0,0,0
2020,Chennai Super Kings,5,2,4,-0.342,5,5,1,3,2,4,0,0,0
2020,Chennai Super Kings,6,2,4,-0.371,6,5,1,3,2,6,0,0,0
2020,Chennai Super Kings,7,2,4,-0.588,7,7,1,3,2,6,0,0,0
2020,Chennai Super Kings,8,3,6,-0.39,6,6,1,3,3,4,0,0,0
2020,Chennai Super Kings,9,3,6,-0.386,7,6,1,3,3,4,0,0,0
2020,Chennai Super Kings,10,3,6,-0.463,8,6,1,3,3,6,0,0,0
2020,Chennai Super Kings,11,3,6,-0.733,8,8,1,3,3,6,0,0,0
2020,Chennai Super Kings,12,4,8,-0.602,8,8,1,3,4,5,0,0,0
2020,Chennai Super Kings,13,5,10,-0.532,8,8,2,3,4,5,0,0,0
2020,Chennai Super Kings,14,6,12,-0.455,7,7,3,3,4,5,0,0,0
2020,Delhi Capitals,1,1,2,0,4,4,1,0,1,1,1,1,0
2020,Delhi Capitals,2,2,4,1.1,1,2,2,0,2,1,1,1,0
2020,Delhi Capitals,3,2,4,0.483,1,3,2,1,2,1,1,1,0
2020,Delhi Capitals,4,3,6,0.588,1,2,2,1,3,1,1,1,0
2020,Delhi Capitals,5,4,8,1.06,1,2,2,1,4,1,1,1,0
2020,Delhi Capitals,6,5,10,1.267,1,2,3,1,5,1,1,1,0
2020,Delhi Capitals,7,5,10,1.038,2,2,3,1,5,1,1,1,0
2020,Delhi Capitals,8,6,12,0.99,2,2,3,1,6,1,1,1,0
2020,Delhi Capitals,9,7,14,0.921,1,2,3,1,7,1,1,1,0
2020,Delhi Capitals,10,7,14,0.774,2,2,3,1,7,1,1,1,0
2020,Delhi Capitals,11,7,14,0.434,2,2,3,2,7,1,1,1,0
2020,Delhi Capitals,12,7,14,0.03,3,4,3,3,7,1,1,1,0
2020,Delhi Capitals,13,7,14,-0.159,3,5,3,4,7,1,1,1,0
2020,Delhi Capitals,14,8,16,-0.109,2,3,3,4,7,1,1,1,0
2020,Kolkata Knight Riders,1,0,0,-2.45,8,8,0,1,0,5,0,0,0
2020,Kolkata Knight Riders,2,1,2,-0.767,6,7,1,1,1,2,0,0,0
2020,Kolkata Knight Riders,3,2,4,0.117,2,4,2,1,2,1,0,0,0
2020,Kolkata Knight Riders,4,2,4,-0.121,5,5,2,1,2,2,0,0,0
2020,Kolkata Knight Riders,5,3,6,0.002,3,4,2,1,3,2,0,0,0
2020,Kolkata Knight Riders,6,4,8,0.017,3,4,2,1,4,2,0,0,0
2020,Kolkata Knight Riders,7,4,8,-0.577,4,6,2,1,4,3,0,0,0
2020,Kolkata Knight Riders,8,4,8,-0.684,4,7,2,2,4,3,0,0,0
2020,Kolkata Knight Riders,9,5,10,-0.607,4,7,2,2,5,2,0,0,0
2020,Kolkata Knight Riders,10,5,10,-0.828,4,8,2,2,5,2,0,0,0
2020,Kolkata Knight Riders,11,6,12,-0.476,4,6,2,2,6,2,0,0,0
2020,Kolkata Knight Riders,12,6,12,-0.479,5,6,2,2,6,2,0,0,0
2020,Kolkata Knight Riders,13,6,12,-0.467,7,7,2,2,6,2,0,0,0
2020,Kolkata Knight Riders,14,7,14,-0.214,5,6,2,2,7,1,0,0,0
2020,Mumbai Indians,1,0,0,-0.486,6,6,0,1,0,5,1,1,1
2020,Mumbai Indians,2,1,2,0.993,4,3,1,1,1,2,1,1,1
2020,Mumbai Indians,3,1,2,0.654,6,2,1,1,1,4,1,1,1
2020,Mumbai Indians,4,2,4,1.094,3,1,1,1,2,2,1,1,1
2020,Mumbai Indians,5,3,6,1.214,2,1,2,1,3,2,1,1,1
2020,Mumbai Indians,6,4,8,1.488,2,1,3,1,4,2,1,1,1
2020,Mumbai Indians,7,5,10,1.327,1,1,4,1,5,1,1,1,1
2020,Mumbai Indians,8,6,12,1.353,1,1,5,1,5,2,1,1,1
2020,Mumbai Indians,9,6,12,1.201,2,1,5,1,5,2,1,1,1
2020,Mumbai Indians,10,7,14,1.448,1,1,5,1,5,2,1,1,1
2020,Mumbai Indians,11,7,14,1.252,1,1,5,1,5,3,1,1,1
2020,Mumbai Indians,12,8,16,1.186,1,1,5,1,5,3,1,1,1
2020,Mumbai Indians,13,9,18,1.296,1,1,5,1,6,2,1,1,1
2020,Mumbai Indians,14,9,18,1.107,1,1,5,1,6,4,1,1,1
2020,Punjab Kings,1,0,0,0,5,5,0,1,0,5,0,0,0
2020,Punjab Kings,2,1,2,2.425,3,1,1,1,1,2,0,0,0
2020,Punjab Kings,3,1,2,1.498,5,1,1,1,1,4,0,0,0
2020,Punjab Kings,4,1,2,0.521,7,3,1,2,1,6,0,0,0
2020,Punjab Kings,5,1,2,0.178,8,3,1,3,1,7,0,0,0
2020,Punjab Kings,6,1,2,-0.431,8,6,1,4,1,7,0,0,0
2020,Punjab Kings,7,1,2,-0.381,8,5,1,5,1,8,0,0,0
2020,Punjab Kings,8,2,4,-0.295,8,5,1,5,1,8,0,0,0
2020,Punjab Kings,9,3,6,-0.262,6,5,2,5,1,8,0,0,0
2020,Punjab Kings,10,4,8,-0.177,6,5,3,5,1,8,0,0,0
2020,Punjab Kings,11,5,10,-0.103,5,5,4,5,2,8,0,0,0
2020,Punjab Kings,12,6,12,-0.049,4,5,5,5,3,8,0,0,0
